date,region,product,sales_amount,units_sold,promo_active,holiday,year,month,month_name,quarter
2022-01-03,South,Product_A,4796.0,71,0,0,2022,1,January,2022Q1
2022-01-03,South,Product_B,2441.4,32,1,0,2022,1,January,2022Q1
2022-01-03,South,Product_C,3264.0,34,0,0,2022,1,January,2022Q1
2022-01-03,East,Product_A,4112.0,43,0,0,2022,1,January,2022Q1
2022-01-03,East,Product_B,1064.0,18,0,0,2022,1,January,2022Q1
2022-01-03,East,Product_C,2367.0,41,0,0,2022,1,January,2022Q1
2022-01-03,West,Product_A,2495.0,37,0,0,2022,1,January,2022Q1
2022-01-03,West,Product_B,1391.0,16,0,0,2022,1,January,2022Q1
2022-01-03,West,Product_C,1378.0,15,0,0,2022,1,January,2022Q1
2022-01-04,North,Product_A,4065.0,72,0,0,2022,1,January,2022Q1
2022-01-04,North,Product_B,1200.0,14,0,0,2022,1,January,2022Q1
2022-01-04,North,Product_C,4104.0,57,0,0,2022,1,January,2022Q1
2022-01-04,South,Product_A,4645.0,55,0,0,2022,1,January,2022Q1
2022-01-04,South,Product_B,3731.0,49,0,0,2022,1,January,2022Q1
2022-01-04,South,Product_C,2570.0,29,0,0,2022,1,January,2022Q1
2022-01-04,East,Product_A,3230.5,59,1,0,2022,1,January,2022Q1
2022-01-04,East,Product_B,4289.0,68,0,0,2022,1,January,2022Q1
2022-01-04,East,Product_C,1870.0,29,0,0,2022,1,January,2022Q1
2022-01-04,West,Product_A,2038.0,32,0,0,2022,1,January,2022Q1
2022-01-04,West,Product_B,4762.0,54,0,0,2022,1,January,2022Q1
2022-01-04,West,Product_C,4312.0,53,0,0,2022,1,January,2022Q1
2022-01-05,North,Product_A,3799.9,52,1,0,2022,1,January,2022Q1
2022-01-05,North,Product_B,3278.0,35,0,0,2022,1,January,2022Q1
2022-01-05,North,Product_C,1540.0,19,0,0,2022,1,January,2022Q1
2022-01-05,South,Product_A,4910.0,69,0,0,2022,1,January,2022Q1
2022-01-05,South,Product_B,3664.7,38,1,0,2022,1,January,2022Q1
2022-01-05,South,Product_C,2597.0,47,0,0,2022,1,January,2022Q1
2022-01-05,East,Product_A,2333.5,25,1,0,2022,1,January,2022Q1
2022-01-05,East,Product_B,3071.9,51,1,0,2022,1,January,2022Q1
2022-01-05,East,Product_C,3461.9,44,1,0,2022,1,January,2022Q1
2022-01-05,West,Product_A,2496.0,30,0,0,2022,1,January,2022Q1
2022-01-05,West,Product_B,2408.0,38,0,0,2022,1,January,2022Q1
2022-01-05,West,Product_C,2768.0,50,0,0,2022,1,January,2022Q1
2022-01-06,North,Product_A,2479.0,28,0,0,2022,1,January,2022Q1
2022-01-06,North,Product_B,4296.0,46,0,0,2022,1,January,2022Q1
2022-01-06,North,Product_C,2161.9,26,1,0,2022,1,January,2022Q1
2022-01-06,South,Product_A,2631.0,26,0,0,2022,1,January,2022Q1
2022-01-06,South,Product_B,3708.9,60,1,0,2022,1,January,2022Q1
2022-01-06,South,Product_C,4581.0,88,0,0,2022,1,January,2022Q1
2022-01-06,East,Product_A,4184.0,63,0,0,2022,1,January,2022Q1
2022-01-06,East,Product_B,1698.0,33,0,0,2022,1,January,2022Q1
2022-01-06,East,Product_C,3267.0,37,0,0,2022,1,January,2022Q1
2022-01-06,West,Product_A,3586.7000000000003,52,1,0,2022,1,January,2022Q1
2022-01-06,West,Product_B,2661.0,28,0,0,2022,1,January,2022Q1
2022-01-06,West,Product_C,4910.1,60,1,0,2022,1,January,2022Q1
2022-01-07,North,Product_A,3294.0,54,0,0,2022,1,January,2022Q1
2022-01-07,North,Product_B,4255.0,48,0,0,2022,1,January,2022Q1
2022-01-07,North,Product_C,3327.0,40,0,0,2022,1,January,2022Q1
2022-01-07,South,Product_A,1197.0,12,0,0,2022,1,January,2022Q1
2022-01-07,South,Product_B,4148.3,75,1,0,2022,1,January,2022Q1
2022-01-07,South,Product_C,3511.0,50,0,0,2022,1,January,2022Q1
2022-01-07,East,Product_A,3811.0,56,0,0,2022,1,January,2022Q1
2022-01-07,East,Product_B,2369.0,34,0,0,2022,1,January,2022Q1
2022-01-07,East,Product_C,4219.0,46,0,0,2022,1,January,2022Q1
2022-01-07,West,Product_A,3976.0,45,0,0,2022,1,January,2022Q1
2022-01-07,West,Product_B,4400.5,73,1,0,2022,1,January,2022Q1
2022-01-07,West,Product_C,3520.0,44,0,0,2022,1,January,2022Q1
2022-01-08,North,Product_A,4805.900000000001,73,0,1,2022,1,January,2022Q1
2022-01-08,North,Product_B,4851.990000000001,49,1,1,2022,1,January,2022Q1
2022-01-08,North,Product_C,4360.070000000001,71,1,1,2022,1,January,2022Q1
2022-01-08,South,Product_A,2076.36,35,1,1,2022,1,January,2022Q1
2022-01-08,South,Product_B,4734.400000000001,48,0,1,2022,1,January,2022Q1
2022-01-08,South,Product_C,4654.650000000001,63,1,1,2022,1,January,2022Q1
2022-01-08,East,Product_A,3411.1000000000004,46,0,1,2022,1,January,2022Q1
2022-01-08,East,Product_B,1789.7,31,0,1,2022,1,January,2022Q1
2022-01-08,East,Product_C,3493.49,50,1,1,2022,1,January,2022Q1
2022-01-08,West,Product_A,1378.3000000000002,18,0,1,2022,1,January,2022Q1
2022-01-08,West,Product_B,1570.1400000000003,23,1,1,2022,1,January,2022Q1
2022-01-08,West,Product_C,3210.9,62,0,1,2022,1,January,2022Q1
2022-01-09,North,Product_A,4255.900000000001,47,0,1,2022,1,January,2022Q1
2022-01-09,North,Product_B,1276.0,20,0,1,2022,1,January,2022Q1
2022-01-09,North,Product_C,2530.0,44,0,1,2022,1,January,2022Q1
2022-01-09,South,Product_A,2373.8,28,0,1,2022,1,January,2022Q1
2022-01-09,South,Product_B,4108.5,57,0,1,2022,1,January,2022Q1
2022-01-09,South,Product_C,4890.6,61,0,1,2022,1,January,2022Q1
2022-01-09,East,Product_A,4411.55,77,1,1,2022,1,January,2022Q1
2022-01-09,East,Product_B,4789.400000000001,68,0,1,2022,1,January,2022Q1
2022-01-09,East,Product_C,1976.7000000000005,20,0,1,2022,1,January,2022Q1
2022-01-09,West,Product_A,2801.3700000000003,28,1,1,2022,1,January,2022Q1
2022-01-09,West,Product_B,1823.8,18,0,1,2022,1,January,2022Q1
2022-01-09,West,Product_C,5041.3,65,0,1,2022,1,January,2022Q1
2022-01-10,North,Product_A,4166.5,75,1,0,2022,1,January,2022Q1
2022-01-10,North,Product_B,3146.0,36,0,0,2022,1,January,2022Q1
2022-01-10,North,Product_C,3327.0,35,0,0,2022,1,January,2022Q1
2022-01-10,South,Product_A,1180.0,14,0,0,2022,1,January,2022Q1
2022-01-10,South,Product_B,2139.0,30,0,0,2022,1,January,2022Q1
2022-01-10,South,Product_C,5167.5,99,1,0,2022,1,January,2022Q1
2022-01-10,East,Product_A,1127.0,12,0,0,2022,1,January,2022Q1
2022-01-10,East,Product_B,3585.4,68,1,0,2022,1,January,2022Q1
2022-01-10,East,Product_C,2895.0,29,0,0,2022,1,January,2022Q1
2022-01-10,West,Product_A,4359.0,60,0,0,2022,1,January,2022Q1
2022-01-10,West,Product_B,4009.0,44,0,0,2022,1,January,2022Q1
2022-01-10,West,Product_C,2409.0,27,0,0,2022,1,January,2022Q1
2022-01-11,North,Product_A,4464.0,46,0,0,2022,1,January,2022Q1
2022-01-11,North,Product_B,4110.0,54,0,0,2022,1,January,2022Q1
2022-01-11,North,Product_C,2890.0,39,0,0,2022,1,January,2022Q1
2022-01-11,South,Product_A,1524.0,27,0,0,2022,1,January,2022Q1
2022-01-11,South,Product_B,4896.0,70,0,0,2022,1,January,2022Q1
2022-01-11,South,Product_C,3368.0,35,0,0,2022,1,January,2022Q1
2022-01-11,East,Product_A,1399.0,19,0,0,2022,1,January,2022Q1
2022-01-11,East,Product_B,2166.0,42,0,0,2022,1,January,2022Q1
2022-01-11,East,Product_C,2823.0,39,0,0,2022,1,January,2022Q1
2022-01-11,West,Product_A,1050.0,14,0,0,2022,1,January,2022Q1
2022-01-11,West,Product_B,4369.3,44,1,0,2022,1,January,2022Q1
2022-01-11,West,Product_C,2715.0,42,0,0,2022,1,January,2022Q1
2022-01-12,North,Product_A,2077.0,24,0,0,2022,1,January,2022Q1
2022-01-12,North,Product_B,5252.0,56,1,0,2022,1,January,2022Q1
2022-01-12,North,Product_C,4691.0,88,0,0,2022,1,January,2022Q1
2022-01-12,South,Product_A,1773.0,22,0,0,2022,1,January,2022Q1
2022-01-12,South,Product_B,1046.0,11,0,0,2022,1,January,2022Q1
2022-01-12,South,Product_C,4891.0,49,0,0,2022,1,January,2022Q1
2022-01-12,East,Product_A,1635.0,24,0,0,2022,1,January,2022Q1
2022-01-12,East,Product_B,1656.0,24,0,0,2022,1,January,2022Q1
2022-01-12,East,Product_C,4675.0,62,0,0,2022,1,January,2022Q1
2022-01-12,West,Product_A,1740.0,24,0,0,2022,1,January,2022Q1
2022-01-12,West,Product_B,2150.0,43,0,0,2022,1,January,2022Q1
2022-01-12,West,Product_C,2705.3,28,1,0,2022,1,January,2022Q1
2022-01-13,North,Product_A,3849.0,39,0,0,2022,1,January,2022Q1
2022-01-13,North,Product_B,4672.0,93,0,0,2022,1,January,2022Q1
2022-01-13,North,Product_C,4343.0,80,0,0,2022,1,January,2022Q1
2022-01-13,South,Product_A,3837.0,73,0,0,2022,1,January,2022Q1
2022-01-13,South,Product_B,4147.0,48,0,0,2022,1,January,2022Q1
2022-01-13,South,Product_C,4157.0,65,0,0,2022,1,January,2022Q1
2022-01-13,East,Product_A,2243.0,22,0,0,2022,1,January,2022Q1
2022-01-13,East,Product_B,4083.3,75,1,0,2022,1,January,2022Q1
2022-01-13,East,Product_C,2227.0,29,0,0,2022,1,January,2022Q1
2022-01-13,West,Product_A,4522.7,53,1,0,2022,1,January,2022Q1
2022-01-13,West,Product_B,2312.0,26,0,0,2022,1,January,2022Q1
2022-01-13,West,Product_C,3070.0,56,0,0,2022,1,January,2022Q1
2022-01-14,North,Product_A,4171.0,52,0,0,2022,1,January,2022Q1
2022-01-14,North,Product_B,4977.0,61,0,0,2022,1,January,2022Q1
2022-01-14,North,Product_C,3816.0,40,0,0,2022,1,January,2022Q1
2022-01-14,South,Product_A,1515.0,23,0,0,2022,1,January,2022Q1
2022-01-14,South,Product_B,3616.6,46,1,0,2022,1,January,2022Q1
2022-01-14,South,Product_C,1895.0,27,0,0,2022,1,January,2022Q1
2022-01-14,East,Product_A,2687.0,31,0,0,2022,1,January,2022Q1
2022-01-14,East,Product_B,3427.0,37,0,0,2022,1,January,2022Q1
2022-01-14,East,Product_C,2636.0,52,0,0,2022,1,January,2022Q1
2022-01-14,West,Product_A,2440.0,26,0,0,2022,1,January,2022Q1
2022-01-14,West,Product_B,4627.0,75,0,0,2022,1,January,2022Q1
2022-01-14,West,Product_C,2630.0,26,0,0,2022,1,January,2022Q1
2022-01-15,North,Product_A,3390.2000000000003,45,0,1,2022,1,January,2022Q1
2022-01-15,North,Product_B,1952.5,33,0,1,2022,1,January,2022Q1
2022-01-15,North,Product_C,2887.5000000000005,32,0,1,2022,1,January,2022Q1
2022-01-15,South,Product_A,5471.400000000001,55,0,1,2022,1,January,2022Q1
2022-01-15,South,Product_B,3597.880000000001,42,1,1,2022,1,January,2022Q1
2022-01-15,South,Product_C,2471.0400000000004,29,1,1,2022,1,January,2022Q1
2022-01-15,East,Product_A,4911.5,67,0,1,2022,1,January,2022Q1
2022-01-15,East,Product_B,3562.9,42,0,1,2022,1,January,2022Q1
2022-01-15,East,Product_C,2828.1000000000004,32,0,1,2022,1,January,2022Q1
2022-01-15,West,Product_A,3457.3,42,0,1,2022,1,January,2022Q1
2022-01-15,West,Product_B,1139.6,18,0,1,2022,1,January,2022Q1
2022-01-15,West,Product_C,3658.6,40,0,1,2022,1,January,2022Q1
2022-01-16,North,Product_A,4034.0300000000007,58,1,1,2022,1,January,2022Q1
2022-01-16,North,Product_B,3193.3,51,0,1,2022,1,January,2022Q1
2022-01-16,North,Product_C,1867.8,21,0,1,2022,1,January,2022Q1
2022-01-16,South,Product_A,1994.85,29,1,1,2022,1,January,2022Q1
2022-01-16,South,Product_B,1182.5,15,0,1,2022,1,January,2022Q1
2022-01-16,South,Product_C,1888.7,27,0,1,2022,1,January,2022Q1
2022-01-16,East,Product_A,5034.700000000001,93,0,1,2022,1,January,2022Q1
2022-01-16,East,Product_B,4587.0,65,0,1,2022,1,January,2022Q1
2022-01-16,East,Product_C,6513.650000000001,100,1,1,2022,1,January,2022Q1
2022-01-16,West,Product_A,3977.6,43,0,1,2022,1,January,2022Q1
2022-01-16,West,Product_B,2429.9,30,0,1,2022,1,January,2022Q1
2022-01-16,West,Product_C,1796.3000000000002,24,0,1,2022,1,January,2022Q1
2022-01-17,North,Product_A,1732.0,25,0,0,2022,1,January,2022Q1
2022-01-17,North,Product_B,1750.0,29,0,0,2022,1,January,2022Q1
2022-01-17,North,Product_C,1953.0,22,0,0,2022,1,January,2022Q1
2022-01-17,South,Product_A,2542.0,28,0,0,2022,1,January,2022Q1
2022-01-17,South,Product_B,3217.0,42,0,0,2022,1,January,2022Q1
2022-01-17,South,Product_C,3681.0,47,0,0,2022,1,January,2022Q1
2022-01-17,East,Product_A,4236.0,74,0,0,2022,1,January,2022Q1
2022-01-17,East,Product_B,3274.7000000000003,46,1,0,2022,1,January,2022Q1
2022-01-17,East,Product_C,1499.0,26,0,0,2022,1,January,2022Q1
2022-01-17,West,Product_A,1216.0,14,0,0,2022,1,January,2022Q1
2022-01-17,West,Product_B,4141.0,60,0,0,2022,1,January,2022Q1
2022-01-17,West,Product_C,3492.0,39,0,0,2022,1,January,2022Q1
2022-01-18,North,Product_A,1090.0,16,0,0,2022,1,January,2022Q1
2022-01-18,North,Product_B,1038.0,11,0,0,2022,1,January,2022Q1
2022-01-18,North,Product_C,1652.0,23,0,0,2022,1,January,2022Q1
2022-01-18,South,Product_A,3523.0,39,0,0,2022,1,January,2022Q1
2022-01-18,South,Product_B,2958.0,47,0,0,2022,1,January,2022Q1
2022-01-18,South,Product_C,4413.5,45,1,0,2022,1,January,2022Q1
2022-01-18,East,Product_A,5824.0,66,1,0,2022,1,January,2022Q1
2022-01-18,East,Product_B,2782.0,29,1,0,2022,1,January,2022Q1
2022-01-18,East,Product_C,2189.2000000000003,22,1,0,2022,1,January,2022Q1
2022-01-18,West,Product_A,2172.0,31,0,0,2022,1,January,2022Q1
2022-01-18,West,Product_B,1562.6,18,1,0,2022,1,January,2022Q1
2022-01-18,West,Product_C,2250.0,33,0,0,2022,1,January,2022Q1
2022-01-19,North,Product_A,3094.0,49,0,0,2022,1,January,2022Q1
2022-01-19,North,Product_B,2166.0,41,0,0,2022,1,January,2022Q1
2022-01-19,North,Product_C,3703.0,61,0,0,2022,1,January,2022Q1
2022-01-19,South,Product_A,2645.5,40,1,0,2022,1,January,2022Q1
2022-01-19,South,Product_B,1967.0,26,0,0,2022,1,January,2022Q1
2022-01-19,South,Product_C,1667.0,21,0,0,2022,1,January,2022Q1
2022-01-19,East,Product_A,3723.0,37,0,0,2022,1,January,2022Q1
2022-01-19,East,Product_B,1539.0,17,0,0,2022,1,January,2022Q1
2022-01-19,East,Product_C,2260.7000000000003,34,1,0,2022,1,January,2022Q1
2022-01-19,West,Product_A,2224.0,32,0,0,2022,1,January,2022Q1
2022-01-19,West,Product_B,3508.0,44,0,0,2022,1,January,2022Q1
2022-01-19,West,Product_C,5142.8,93,1,0,2022,1,January,2022Q1
2022-01-20,North,Product_A,2617.0,48,0,0,2022,1,January,2022Q1
2022-01-20,North,Product_B,3689.4,62,1,0,2022,1,January,2022Q1
2022-01-20,North,Product_C,5032.3,53,1,0,2022,1,January,2022Q1
2022-01-20,South,Product_A,2028.0,24,0,0,2022,1,January,2022Q1
2022-01-20,South,Product_B,1784.9,22,1,0,2022,1,January,2022Q1
2022-01-20,South,Product_C,2262.0,32,0,0,2022,1,January,2022Q1
2022-01-20,East,Product_A,4353.0,61,0,0,2022,1,January,2022Q1
2022-01-20,East,Product_B,5036.2,81,1,0,2022,1,January,2022Q1
2022-01-20,East,Product_C,2633.0,52,0,0,2022,1,January,2022Q1
2022-01-20,West,Product_A,1404.0,25,0,0,2022,1,January,2022Q1
2022-01-20,West,Product_B,1917.5,23,1,0,2022,1,January,2022Q1
2022-01-20,West,Product_C,3468.4,48,1,0,2022,1,January,2022Q1
2022-01-21,North,Product_A,4044.0,68,0,0,2022,1,January,2022Q1
2022-01-21,North,Product_B,4529.0,64,0,0,2022,1,January,2022Q1
2022-01-21,North,Product_C,4149.0,82,0,0,2022,1,January,2022Q1
2022-01-21,South,Product_A,1050.0,19,0,0,2022,1,January,2022Q1
2022-01-21,South,Product_B,3209.7000000000003,36,1,0,2022,1,January,2022Q1
2022-01-21,South,Product_C,2823.0,35,0,0,2022,1,January,2022Q1
2022-01-21,East,Product_A,4143.0,49,0,0,2022,1,January,2022Q1
2022-01-21,East,Product_B,1437.0,14,0,0,2022,1,January,2022Q1
2022-01-21,East,Product_C,1647.1,17,1,0,2022,1,January,2022Q1
2022-01-21,West,Product_A,1388.0,21,0,0,2022,1,January,2022Q1
2022-01-21,West,Product_B,1623.0,22,0,0,2022,1,January,2022Q1
2022-01-21,West,Product_C,4278.0,67,0,0,2022,1,January,2022Q1
2022-01-22,North,Product_A,2255.11,25,1,1,2022,1,January,2022Q1
2022-01-22,North,Product_B,4942.3,59,0,1,2022,1,January,2022Q1
2022-01-22,North,Product_C,4238.3,63,0,1,2022,1,January,2022Q1
2022-01-22,South,Product_A,4229.5,50,0,1,2022,1,January,2022Q1
2022-01-22,South,Product_B,2564.1000000000004,31,0,1,2022,1,January,2022Q1
2022-01-22,South,Product_C,5764.330000000001,72,1,1,2022,1,January,2022Q1
2022-01-22,East,Product_A,1933.8,29,0,1,2022,1,January,2022Q1
2022-01-22,East,Product_B,3498.0000000000005,59,0,1,2022,1,January,2022Q1
2022-01-22,East,Product_C,4620.330000000001,70,1,1,2022,1,January,2022Q1
2022-01-22,West,Product_A,5036.900000000001,93,0,1,2022,1,January,2022Q1
2022-01-22,West,Product_B,3952.3,77,0,1,2022,1,January,2022Q1
2022-01-22,West,Product_C,1324.4,14,0,1,2022,1,January,2022Q1
2022-01-23,North,Product_A,5305.3,55,0,1,2022,1,January,2022Q1
2022-01-23,North,Product_B,1936.0,29,0,1,2022,1,January,2022Q1
2022-01-23,North,Product_C,3456.2000000000003,53,0,1,2022,1,January,2022Q1
2022-01-23,South,Product_A,5050.1,95,0,1,2022,1,January,2022Q1
2022-01-23,South,Product_B,2990.9,36,0,1,2022,1,January,2022Q1
2022-01-23,South,Product_C,4692.6,57,0,1,2022,1,January,2022Q1
2022-01-23,East,Product_A,3265.9,48,0,1,2022,1,January,2022Q1
2022-01-23,East,Product_B,5346.0,69,0,1,2022,1,January,2022Q1
2022-01-23,East,Product_C,1849.1,26,0,1,2022,1,January,2022Q1
2022-01-23,West,Product_A,4273.5,47,0,1,2022,1,January,2022Q1
2022-01-23,West,Product_B,1675.3000000000002,20,0,1,2022,1,January,2022Q1
2022-01-23,West,Product_C,3264.8,34,0,1,2022,1,January,2022Q1
2022-01-24,North,Product_A,4994.0,52,0,0,2022,1,January,2022Q1
2022-01-24,North,Product_B,2144.0,27,0,0,2022,1,January,2022Q1
2022-01-24,North,Product_C,1437.8,21,1,0,2022,1,January,2022Q1
2022-01-24,South,Product_A,2663.7000000000003,46,1,0,2022,1,January,2022Q1
2022-01-24,South,Product_B,1624.0,25,0,0,2022,1,January,2022Q1
2022-01-24,South,Product_C,1302.0,18,0,0,2022,1,January,2022Q1
2022-01-24,East,Product_A,1525.0,21,0,0,2022,1,January,2022Q1
2022-01-24,East,Product_B,3125.0,33,0,0,2022,1,January,2022Q1
2022-01-24,East,Product_C,3713.0,66,0,0,2022,1,January,2022Q1
2022-01-24,West,Product_A,2633.8,27,1,0,2022,1,January,2022Q1
2022-01-24,West,Product_B,3410.0,36,0,0,2022,1,January,2022Q1
2022-01-24,West,Product_C,4345.0,51,0,0,2022,1,January,2022Q1
2022-01-25,North,Product_A,2906.0,39,0,0,2022,1,January,2022Q1
2022-01-25,North,Product_B,2654.0,44,0,0,2022,1,January,2022Q1
2022-01-25,North,Product_C,2062.0,23,0,0,2022,1,January,2022Q1
2022-01-25,South,Product_A,3133.0,33,0,0,2022,1,January,2022Q1
2022-01-25,South,Product_B,1996.8,28,1,0,2022,1,January,2022Q1
2022-01-25,South,Product_C,3072.0,59,0,0,2022,1,January,2022Q1
2022-01-25,East,Product_A,1232.0,12,0,0,2022,1,January,2022Q1
2022-01-25,East,Product_B,3275.0,39,0,0,2022,1,January,2022Q1
2022-01-25,East,Product_C,1622.0,16,0,0,2022,1,January,2022Q1
2022-01-25,West,Product_A,3795.0,42,0,0,2022,1,January,2022Q1
2022-01-25,West,Product_B,3660.0,48,0,0,2022,1,January,2022Q1
2022-01-25,West,Product_C,4391.0,46,0,0,2022,1,January,2022Q1
2022-01-26,North,Product_A,2989.0,36,0,0,2022,1,January,2022Q1
2022-01-26,North,Product_B,2460.0,44,0,0,2022,1,January,2022Q1
2022-01-26,North,Product_C,2605.0,49,0,0,2022,1,January,2022Q1
2022-01-26,South,Product_A,4421.0,55,0,0,2022,1,January,2022Q1
2022-01-26,South,Product_B,2630.0,45,0,0,2022,1,January,2022Q1
2022-01-26,South,Product_C,1758.0,21,0,0,2022,1,January,2022Q1
2022-01-26,East,Product_A,2063.0,28,0,0,2022,1,January,2022Q1
2022-01-26,East,Product_B,2919.8,42,1,0,2022,1,January,2022Q1
2022-01-26,East,Product_C,3581.5,55,1,0,2022,1,January,2022Q1
2022-01-26,West,Product_A,2138.5,27,1,0,2022,1,January,2022Q1
2022-01-26,West,Product_B,3551.0,69,0,0,2022,1,January,2022Q1
2022-01-26,West,Product_C,1846.0,24,0,0,2022,1,January,2022Q1
2022-01-27,North,Product_A,3195.4,59,1,0,2022,1,January,2022Q1
2022-01-27,North,Product_B,4384.900000000001,82,1,0,2022,1,January,2022Q1
2022-01-27,North,Product_C,2810.0,40,0,0,2022,1,January,2022Q1
2022-01-27,South,Product_A,1112.0,22,0,0,2022,1,January,2022Q1
2022-01-27,South,Product_B,3137.0,36,0,0,2022,1,January,2022Q1
2022-01-27,South,Product_C,2828.0,33,0,0,2022,1,January,2022Q1
2022-01-27,East,Product_A,3892.0,47,0,0,2022,1,January,2022Q1
2022-01-27,East,Product_B,1901.0,32,0,0,2022,1,January,2022Q1
2022-01-27,East,Product_C,1260.0,13,0,0,2022,1,January,2022Q1
2022-01-27,West,Product_A,3945.0,77,0,0,2022,1,January,2022Q1
2022-01-27,West,Product_B,2619.0,30,0,0,2022,1,January,2022Q1
2022-01-27,West,Product_C,3376.0,56,0,0,2022,1,January,2022Q1
2022-01-28,North,Product_A,3958.0,47,0,0,2022,1,January,2022Q1
2022-01-28,North,Product_B,4677.0,86,0,0,2022,1,January,2022Q1
2022-01-28,North,Product_C,3365.0,33,0,0,2022,1,January,2022Q1
2022-01-28,South,Product_A,1732.9,28,1,0,2022,1,January,2022Q1
2022-01-28,South,Product_B,2160.0,25,0,0,2022,1,January,2022Q1
2022-01-28,South,Product_C,3341.0,47,1,0,2022,1,January,2022Q1
2022-01-28,East,Product_A,6035.900000000001,105,1,0,2022,1,January,2022Q1
2022-01-28,East,Product_B,4850.0,76,0,0,2022,1,January,2022Q1
2022-01-28,East,Product_C,2851.0,40,0,0,2022,1,January,2022Q1
2022-01-28,West,Product_A,5506.8,87,1,0,2022,1,January,2022Q1
2022-01-28,West,Product_B,5825.3,78,1,0,2022,1,January,2022Q1
2022-01-28,West,Product_C,2772.0,41,0,0,2022,1,January,2022Q1
2022-01-29,North,Product_A,3677.3,41,0,1,2022,1,January,2022Q1
2022-01-29,North,Product_B,6573.710000000001,75,1,1,2022,1,January,2022Q1
2022-01-29,North,Product_C,3176.8,49,0,1,2022,1,January,2022Q1
2022-01-29,South,Product_A,2191.2000000000003,26,0,1,2022,1,January,2022Q1
2022-01-29,South,Product_B,4459.400000000001,70,0,1,2022,1,January,2022Q1
2022-01-29,South,Product_C,2602.6000000000004,29,1,1,2022,1,January,2022Q1
2022-01-29,East,Product_A,3267.0000000000005,62,0,1,2022,1,January,2022Q1
2022-01-29,East,Product_B,3781.8,41,0,1,2022,1,January,2022Q1
2022-01-29,East,Product_C,2718.1000000000004,28,0,1,2022,1,January,2022Q1
2022-01-29,West,Product_A,2961.2000000000003,37,0,1,2022,1,January,2022Q1
2022-01-29,West,Product_B,2479.4,31,0,1,2022,1,January,2022Q1
2022-01-29,West,Product_C,3956.7,46,0,1,2022,1,January,2022Q1
2022-01-30,North,Product_A,4930.200000000001,93,0,1,2022,1,January,2022Q1
2022-01-30,North,Product_B,4009.500000000001,74,0,1,2022,1,January,2022Q1
2022-01-30,North,Product_C,2923.8,33,0,1,2022,1,January,2022Q1
2022-01-30,South,Product_A,3225.2000000000003,37,0,1,2022,1,January,2022Q1
2022-01-30,South,Product_B,3190.0000000000005,49,0,1,2022,1,January,2022Q1
2022-01-30,South,Product_C,4650.8,59,0,1,2022,1,January,2022Q1
2022-01-30,East,Product_A,3403.4,36,0,1,2022,1,January,2022Q1
2022-01-30,East,Product_B,1241.9,14,0,1,2022,1,January,2022Q1
2022-01-30,East,Product_C,4799.3,63,0,1,2022,1,January,2022Q1
2022-01-30,West,Product_A,4455.88,75,1,1,2022,1,January,2022Q1
2022-01-30,West,Product_B,4310.900000000001,75,0,1,2022,1,January,2022Q1
2022-01-30,West,Product_C,3377.0000000000005,35,0,1,2022,1,January,2022Q1
